sveitarfelag,ar,hluti,heildarskuldir,eignir,langtimaskuldir,tekjur,utsvar,fasteignaskattur,framlag_jofnunarsjods,gjold,afskriftir,fjarmagnslidir,oreglulegir_lidir,rekstrarnidurstada,afborganir_langtimalana,tekin_ny_langtimalan,adrar_fjarmognunarhreyfingar,ny_fjarfesting,eigid_fe,veltufjarmunir,handbaert_fe,skammtimakrofur_eigin_fyrirtaeki,skammtimaskuldir,fjarfestingarhreyfingar,nyjar_langtimaskuldir,launagjold,veltufe,skatttekjur_an_jofnundarsjóðs,mannfjoldi,eiginfjarhlutfall,fjarf_nylan,fjarfesting_hlutf_skuldir,fjarmagnslidir_a_ibua,framlegd,framlegd_hlutf,gjold_a_ibua,handbaert_fe_per_ibui,jofnunarsjodur_a_ibua,launagjold_per_ibui,launagjold_hlutf_gjold,nettoskuldir,nettoskuldir_hlutf_tekjur,rekstrarnidurstada_hlutf,rekstrarnidurstada_a_ibua,rekstur_3_ar,tekjur_3_ar,rekstur_3_ar_hlutf_tekjur,utsvar_a_ibua,fasteignaskattur_a_ibua,skuldahlutfall,skuldir_hlutf_tekjur,skuldir_per_ibui,tekjur_a_ibua,ny_langtimalan_a_ibua,veltufe_hlutf_skuldir,veltufe_hlutf_tekjur,veltufjarhlutfall,veltufe_hlutf_afborganir
Grundarfjarðarbær,2018,A-hluti,1398605000,2155071000,982999000,962625000,498454000,90182000,208368000,866038000,41331000,0,0,30634000,-112016000,311000000,0,-93154000,674269000,265696000,0,70118000,415606000,-114199000,311000000,506509000,108196000,NA,853,0.3128755386713477,404154000,0.2889693659038828,0,137918000,0.14327282171146605,1015284.876905041,0,244276.67057444315,593797.1864009378,0.5848577083222676,1203027000,1.2497358784573431,0.031823399558498895,35913.24736225088,28356000,2668215000,0.010627329506805111,584354.0445486518,105723.32942555686,0.6871244613286522,1.4529074146214778,1639630.7151230949,1128516.998827667,364595.5451348183,0.08993646859131176,0.11239683158031424,0.6392977964706958,-0.965897728895872
Grundarfjarðarbær,2018,A og B-hluti,1487572000,2403086000,1244369000,1114604000,498454000,90182000,208368000,971426000,55734000,0,0,52133000,-148032000,311000000,-1079000,-95258000,774496000,204182000,0,0,243203000,-86498000,311000000,530887000,139473000,NA,853,0.3222922525452689,406258000,0.27310140282285494,0,198912000,0.17845979379223473,1138834.7010550997,0,244276.67057444315,622376.3188745604,0.5465027701543916,1283390000,1.1514313603755235,0.04677266544889486,61117.233294255566,76768000,3082683000,0.02490298223982161,584354.0445486518,105723.32942555686,0.6777077474547311,1.3346192907974492,1743929.6600234467,1306686.9871043377,364595.5451348183,0.10867546108353657,0.12513233399485377,0.8395537883989918,-0.9421814202334631
Grundarfjarðarbær,2019,A-hluti,1397844000,2271398000,1037792000,996177000,506367000,101093000,220644000,893792000,43548000,0,0,39307000,-123687000,166000000,0,-80803000,790576000,280883000,0,71161000,360052000,-70123000,166000000,517993000,108514000,NA,842,0.3480570115849358,246803000,0.176559759171982,0,145933000,0.14649304290301823,1061510.6888361045,0,262047.50593824228,615193.5866983373,0.579545352833769,1188122000,1.1926816218402954,0.039457847350420655,46682.89786223278,47062000,2835747000,0.01659597982471638,601385.9857482185,120062.94536817101,0.6519429884150643,1.4032084659653856,1660147.268408551,1183108.0760095012,197149.64370546318,0.09133237159146956,0.10893044107623444,0.7801178718629531,-0.8773274475086307
Grundarfjarðarbær,2019,A og B-hluti,1555804000,2638567000,1297097000,1169885000,506367000,101093000,220644000,1009207000,59178000,0,0,83296000,-132757000,166000000,6173000,-203219000,933068000,219153000,0,0,258707000,-204079000,166000000,548013000,175481000,NA,842,0.3536267981824983,369219000,0.23731716848651888,0,219856000,0.1879295828222432,1198583.135391924,0,262047.50593824228,650846.7933491686,0.5430134749362618,1336651000,1.1425490539668428,0.07120016069955594,98926.36579572447,123219000,3287548000,0.03748051739472701,601385.9857482185,120062.94536817101,0.6463732018175017,1.329877723024058,1847748.2185273159,1389412.1140142519,197149.64370546318,0.13128408238201295,0.14999850412647397,0.8471088915259347,-1.3218210715819128
Grundarfjarðarbær,2020,A-hluti,1468856000,2342283000,1187475000,1058954000,508282000,107292000,235955000,988012000,49196000,0,0,-6264000,-266329000,389000000,0,-72760000,784312000,334708000,0,81434000,281381000,-80319000,389000000,587166000,94470000,NA,841,0.3348493755878346,461760000,0.3143670992935999,0,120138000,0.11344968714410636,1174806.183115339,0,280564.80380499404,698175.9809750298,0.5942903527487521,1215582000,1.147908218865031,-0.0059152711071491304,-7448.275862068966,63677000,3017756000,0.021100778194128353,604378.1212841854,127576.69441141498,0.6651506244121654,1.3870819695661947,1746558.8585017836,1259160.5231866825,462544.58977407846,0.07771585956356708,0.08921067392917917,1.1895188374481576,-0.3547116536314108
Grundarfjarðarbær,2020,A og B-hluti,1725210000,2820888000,1446350000,1219608000,508282000,107292000,235955000,1119573000,67024000,0,0,6778000,-275504000,389000000,0,-208767000,937512000,270021000,0,0,278860000,-202267000,389000000,618136000,134519000,NA,841,0.3323464100666173,597767000,0.3464894128830693,0,167059000,0.13697761903824834,1331240.1902497027,0,280564.80380499404,735001.189060642,0.5521176377065184,1455189000,1.193161245252573,0.005557523400961621,8059.453032104638,142207000,3504097000,0.040583066050968335,604378.1212841854,127576.69441141498,0.6676535899333826,1.4145610720821773,2051379.3103448276,1450187.8715814506,462544.58977407846,0.092440913173477815,0.11029691507435176,0.9683030911568529,-0.48826514315581626
Grundarfjarðarbær,2021,A-hluti,1461288000,2312563000,1203483000,1097983000,548355000,108260000,240673000,1043533000,51029000,0,0,-38682000,-153935000,100000000,0,-55467000,745630000,304726000,0,96253000,257805000,-70802000,100000000,613264000,92728000,NA,833,0.32242581066980663,155467000,0.10639038984786024,0,105479000,0.09606615038666355,1252740.6962785113,0,288923.1692677071,736211.2845138055,0.5876805045935298,1252815000,1.1410149337466973,-0.03523005365292541,-46436.97478991596,-5639000,3153114000,-0.001788390778132348,658289.3157262906,129963.98559423769,0.6775741893301934,1.3308839936501748,1754247.2989195678,1318106.8427370947,120048.01920768307,0.07401571660620283,0.08445303797964085,1.1820019006613525,-0.60238412316887
Grundarfjarðarbær,2021,A og B-hluti,1707006000,2848002000,1455514000,1315870000,548355000,108260000,240673000,1173813000,71469000,0,0,29545000,-175930000,100000000,-757000,-106443000,963888000,253670000,0,0,251492000,-106443000,100000000,653695000,180785000,NA,833,0.3384435825536639,206443000,0.12093864930761813,0,213526000,0.1622698290864599,1409139.255702281,0,288923.1692677071,784747.8991596638,0.5568987564458734,1453336000,1.1044677665726859,0.022452825887055713,35468.187274909964,119619000,3705363000,0.03228266704233836,658289.3157262906,129963.98559423769,0.6615564174463361,1.2972451685956818,2049226.8907563025,1579675.8703481392,120048.01920768307,0.12439312037959563,0.13738819184265924,1.0086603152386557,-1.027596203035298
Grundarfjarðarbær,2022,A-hluti,1528891000,2435338000,1167996000,1257763000,604026000,113904000,331763000,1140639000,49948000,0,0,-28467000,-144674000,0,0,-88652000,797844000,306513000,0,92013000,360895000,-87916000,0,681951000,143154000,NA,807,0.3276111981170581,88652000,0.057984512957431233,0,167072000,0.13283265607272593,1413431.2267657993,0,411106.5675340768,845044.6096654275,0.5978675111056171,1314391000,1.045022790462114,-0.02263303976981355,-35275.092936802976,-73413000,3414700000,-0.02149910680294023,748483.2713754647,141144.9814126394,0.6723888018829419,1.2155636634246674,1894536.555142503,1558566.2949194547,0,0.10891279687703279,0.11381635490947023,0.8493135122404023,-0.9894936201390713
Grundarfjarðarbær,2022,A og B-hluti,1711140000,2992455000,1436962000,1531330000,604026000,113904000,331763000,1305597000,71601000,0,0,49566000,-151859000,0,7115000,-134426000,1087090000,256521000,0,0,274178000,-134426000,0,742430000,266661000,NA,807,0.3632769749252704,134426000,0.07855932302441647,0,297334000,0.1941671618788896,1617840.1486988848,0,411106.5675340768,919987.6084262702,0.5686517355661816,1454619000,0.949905637583016,0.03236794159325554,61420.07434944238,85889000,4066808000,0.021119511912045023,748483.2713754647,141144.9814126394,0.6367230250747296,1.1174208041375797,2120371.747211896,1897558.859975217,0,0.1833201683739866,0.1741368614211176,0.9356002305071888,-1.7559775844698042
Grundarfjarðarbær,2023,A-hluti,1605741000,2554902000,1224159000,1424232000,654699000,135080000,435465000,1288591000,54008000,0,0,5865000,-154486000,100000000,0,-146825000,803614000,366803000,0,102772000,381582000,-128673000,100000000,761461000,208700000,NA,827,0.31453809187201703,246825000,0.15371407966789163,0,189649000,0.1331587831196041,1558151.1487303507,0,526559.8548972189,920750.9068923821,0.5909252819552518,1341710000,0.9420585971948391,0.004118008863724449,7091.898428053204,-61284000,3779978000,-0.01621279277286799,791655.3808948005,163337.36396614267,0.6854619081279829,1.1274434221390897,1941645.707376058,1722166.8681983072,120918.98428053204,0.15554777112788903,0.14653511506552303,0.9612691374331074,-1.350931475991352
Grundarfjarðarbær,2023,A og B-hluti,1785453000,3154689000,1507380000,1689305000,654699000,135080000,435465000,1479471000,76829000,0,0,51036000,-161375000,100000000,0,-201810000,1131213000,298405000,0,0,278073000,-201810000,100000000,838079000,298513000,NA,827,0.3585814639731523,301810000,0.16903833368898538,0,286663000,0.16969286185739105,1788961.3059250303,0,526559.8548972189,1013396.6142684402,0.56647207008451,1487048000,0.8802720645472546,0.03021124071733642,61712.212817412335,130147000,4536505000,0.02868882542838595,791655.3808948005,163337.36396614267,0.6414185360268476,1.0569157138586578,2158951.632406288,2042690.4474002419,120918.98428053204,0.2007420069829622,0.17670758092825156,1.0731174907308512,-1.8498094500387297
Grímsnes- og Grafningshreppur,2002,A-hluti,50700000,266939000,21453000,193266000,0,0,34703000,152378000,4616000,1965000,0,42853000,-9343000,0,16255000,0,216238000,93437000,0,9043000,29247000,3443000,0,65626000,46990000,NA,348,0.8100652208931629,0,0,5646.551724137931,45504000,0.23544751792865792,437867.816091954,0,99721.2643678161,188580.45977011495,0.4306789694050322,-33694000,-0.1743400287686401,0.22173067171670133,123140.80459770115,NA,NA,NA,0,0,0.1899347791068371,0.2623327434727267,145689.6551724138,555362.0689655172,0,-1.3946103163768029,0.24313640267817413,3.1947550176086437,-5.029433800706411
Grímsnes- og Grafningshreppur,2002,A og B-hluti,137154000,360924000,113802000,203958000,0,0,34703000,163689000,10949000,-4268000,0,36001000,-11952000,44869000,0,-22550000,223770000,82485000,0,0,23352000,-25087000,44869000,65626000,48762000,NA,348,0.6199920204807661,67419000,0.49155693599895006,-12264.367816091954,51218000,0.2511203286951235,470370.6896551724,0,99721.2643678161,188580.45977011495,0.400918815558773,54669000,0.268040478922131,0.1765118308671393,103451.14942528735,NA,NA,NA,0,0,0.38000797951923393,0.6724619774659488,394120.6896551724,586086.2068965518,128933.908045977,0.8919497338528234,0.2390786338363781,3.532245632065776,-4.079819277108434
Grímsnes- og Grafningshreppur,2003,A-hluti,55988000,291906000,16422000,222562000,0,0,29331000,223040000,5166000,4950000,0,4472000,-7963000,0,-586000,-12636000,235918000,89297000,0,8954000,39566000,-19054000,0,74100000,9528000,NA,364,0.8081985296636589,12636000,0.2256912195470458,13598.901098901099,4688000,0.021063793459799966,612747.2527472527,0,80579.67032967033,203571.42857142858,0.3322274031563845,-24355000,-0.10943018125286437,0.02009327737888768,12285.714285714286,NA,NA,NA,0,0,0.1918014703363411,0.25156136267646767,153813.18681318683,611434.065934066,0,-0.39121330322315745,0.04281054268024191,2.2569125006318558,-1.1965339696094437
Grímsnes- og Grafningshreppur,2003,A og B-hluti,141379000,381290000,106858000,230444000,0,0,29331000,225626000,11631000,-3886000,0,932000,-12207000,0,0,-24000000,239911000,77895000,0,0,34521000,-21856000,0,74100000,15943000,NA,364,0.6292087387552782,24000000,0.1697564701971297,-10675.824175824177,16449000,0.07137959764628282,619851.6483516484,0,80579.67032967033,203571.42857142858,0.3284195970322569,63484000,0.2754855843502109,0.004044366527225704,2560.4395604395604,NA,NA,NA,0,0,0.37079126124472184,0.6135069691551961,388403.8461538461,633087.9120879121,0,0.2511341440362926,0.0691838364201281,2.256452594073173,-1.306053903497993
Grímsnes- og Grafningshreppur,2004,A-hluti,61577000,380052000,25325000,279657000,0,0,30265000,202132000,5755000,5030000,0,82555000,-5635000,14750000,0,-61405000,318473000,77830000,0,4653000,36252000,-97173000,14750000,72201000,82514000,NA,343,0.8379721722290634,76155000,1.2367442389203762,14664.723032069971,83280000,0.29779336830474473,589306.1224489796,0,88236.15160349854,210498.54227405248,0.3571972770268933,-11600000,-0.041479383673571554,0.2952009068251465,240685.13119533527,129880000,695485000,0.18674737772921055,0,0,0.1620278277709366,0.22018758693685478,179524.78134110788,815326.5306122449,43002.915451895045,-7.113275862068965,0.2950542986587141,2.146916032218912,-14.643123336291039
Grímsnes- og Grafningshreppur,2004,A og B-hluti,165991000,472296000,134179000,290598000,0,0,30265000,216270000,12664000,-7931000,0,66397000,-10080000,33750000,0,-91133000,306305000,68097000,0,1000,31812000,-113229000,33750000,72210000,83665000,NA,343,0.64854455680336065,124883000,0.7523480188684929,-23122.448979591838,86992000,0.29935512288453464,630524.7813411079,0,88236.15160349854,210524.78134110788,0.3338881953114163,97895000,0.33687430746254277,0.22848402260166967,193577.25947521866,103330000,725000000,0.1425241379310345,0,0,0.35145544319663935,0.5712048947343065,483938.7755102041,847224.4897959183,98396.50145772594,0.8546401756984524,0.28790631731808203,2.14060731799321,-8.300099206349206
Grímsnes- og Grafningshreppur,2005,A-hluti,91647000,542332000,19995000,414863000,0,0,32813000,293199000,3721000,10549000,0,132213000,-5786000,0,-11733000,-59018000,450682000,232791000,0,16653000,71652000,84049000,0,79507000,39954000,NA,346,0.8310075746959427,59018000,0.6439708882996715,30488.43930635838,125385000,0.30223230319406647,847395.9537572254,0,94835.26011560694,229789.01734104045,0.2711707747980041,-124491000,-0.30007737494064307,0.31869074851215945,382118.4971098266,219240000,917082000,0.23906259200376848,0,0,0.16899242530405734,0.22090907118735584,264875.7225433526,1199026.0115606936,0,-0.32093886305034097,0.09630649154058087,3.24891140512477,-6.905288627722088
Grímsnes- og Grafningshreppur,2005,A og B-hluti,194105000,623618000,125617000,437409000,0,0,32813000,309546000,11820000,-4653000,0,123210000,-11869000,0,-3000,-66058000,429511000,210609000,0,0,68488000,71718000,0,79507000,46783000,NA,346,0.6887405430888781,66058000,0.3403209603049896,-13447.976878612717,139683000,0.3193418516765773,894641.6184971099,0,94835.26011560694,229789.01734104045,0.2568503550360851,-16504000,-0.037731276676977385,0.281681446883809,356098.26589595375,190539000,958451000,0.19879889530085523,0,0,0.3112594569111219,0.443760873690299,560997.1098265896,1264187.8612716764,0,-2.8346461463887542,0.10695481803072182,3.0751226492232218,-3.9416126042632067
Grímsnes- og Grafningshreppur,2006,A-hluti,86101000,797985000,18120000,504552000,0,0,35220000,281063000,5717000,35803000,0,259292000,-5445000,0,-94787000,-26953000,711883000,513097000,0,113268000,67981000,192827000,0,107693000,95212000,NA,358,0.8921007287104394,26953000,0.3130393375222123,100008.37988826816,229206000,0.4542762688484041,785092.1787709497,0,98379.88826815643,300818.43575418997,0.3831632054023475,-313728000,-0.6217951767112211,0.5139054051911398,724279.3296089385,474060000,1199072000,0.3953557417736383,0,0,0.10789927128956056,0.17064841681333143,240505.58659217876,1409363.12849162,0,-0.30348582211342306,0.1887060203903661,7.547653020696959,-17.48613406795225
Grímsnes- og Grafningshreppur,2006,A og B-hluti,187371000,855449000,122534000,539882000,0,0,35220000,317753000,11983000,13623000,0,238586000,-14100000,0,-1000,-101035000,668077000,396316000,0,0,64837000,118325000,0,116411000,85594000,NA,358,0.7809664866052798,101035000,0.5392243196652631,38053.072625698325,234112000,0.43363549812736857,887578.2122905027,0,98379.88826815643,325170.3910614525,0.3663568872677835,-208945000,-0.38701975616894063,0.44192249417465296,666441.3407821229,428193000,1267889000,0.33772120430100744,0,0,0.21903351339472021,0.34705917218947846,523382.68156424584,1508050.279329609,0,-0.4096484720859556,0.15854205178168562,6.112497493715009,-6.070496453900709
Grímsnes- og Grafningshreppur,2007,A-hluti,70826000,892205000,14348000,404812000,0,0,41322000,368940000,6628000,48620000,0,84492000,-3886000,0,-15438000,-45016000,821378000,437640000,0,127146000,56478000,-140902000,0,128963000,79013000,NA,376,0.9206157777640789,45016000,0.6355858018241889,129308.51063829787,42500000,0.10498700631404208,981223.4042553192,0,109898.93617021276,342986.7021276596,0.34955006234076,-239668000,-0.592047666571149,0.20871910911731867,224712.7659574468,475997000,1324227000,0.3594527222296479,0,0,0.07938422223592112,0.17496022845172574,188367.02127659574,1076627.6595744682,0,-0.3296768863594639,0.19518443129156252,7.748857962392436,-20.3327328872877
Grímsnes- og Grafningshreppur,2007,A og B-hluti,173328000,930170000,118015000,446487000,0,0,41322000,409598000,17147000,24224000,0,63767000,-10337000,0,2000,-161219000,756840000,304521000,0,0,55313000,-148821000,0,141640000,76029000,NA,376,0.8136577184815679,161219000,0.93013823502261606,64425.53191489362,54036000,0.12102480027414012,1089356.3829787234,0,109898.93617021276,376702.12765957444,0.3458024697386218,-131193000,-0.29383386302400744,0.14281938779852493,169593.085106383,425563000,1423778000,0.29889701905774635,0,0,0.18634228151843213,0.3882039118720142,460978.72340425535,1187465.425531915,0,-0.5795202487937618,0.17028267340370493,5.505414640319636,-7.355035310051272
Grímsnes- og Grafningshreppur,2008,A-hluti,58245000,930388000,12055000,466033000,0,0,45829000,472906000,9120000,57639000,0,50766000,-5303000,0,95481000,-119209000,872142000,225223000,0,7078000,46190000,-253017000,0,163510000,53029000,NA,378,0.9373960111265408,119209000,2.046682118636793,152484.12698412698,2247000,0.004821546971995545,1251074.0740740742,0,121240.74074074074,432566.1375661376,0.3457558161664263,-159900000,-0.34310874980956285,0.10893220008025183,134301.5873015873,394550000,1375397000,0.28686262948079716,0,0,0.0626039888734592,0.12498041984151337,154087.3015873016,1232891.5343915343,0,-0.33163852407754846,0.11378807938493626,4.876012123836328,-9.99981142749387
Grímsnes- og Grafningshreppur,2008,A og B-hluti,296565000,1045946000,238519000,515211000,0,0,45829000,510637000,25136000,-17217000,0,-7464000,-12540000,110000000,0,-242664000,749375000,198977000,0,0,58046000,-241290000,110000000,177299000,41802000,NA,378,0.7164566813200681,352664000,1.1891625781869068,-45547.619047619046,29710000,0.05766569424954048,1350891.5343915343,0,121240.74074074074,469044.97354497353,0.3472114241623697,97588000,0.18941365770528967,-0.0144872683230754,-19746.031746031746,294889000,1501580000,0.19638580695001265,0,0,0.2835433186799319,0.5756185329893966,784563.4920634921,1362992.0634920634,291005.291005291,0.42835184653850883,0.08113569003767389,3.427919236467629,-3.333492822966507
Grímsnes- og Grafningshreppur,2009,A-hluti,794711000,1452424000,725566000,478213000,0,0,60106000,476477000,13124000,56051000,0,57787000,-7686000,0,-56368000,-46891000,657714000,244510000,0,68188000,69145000,-16667000,0,136227000,42943000,NA,442,0.4528388404487946,46891000,0.059003839131457854,126812.21719457014,14860000,0.03107401931775171,1078002.2624434389,0,135986.4253393665,308205.8823529412,0.2859046711593634,618389000,1.2931246118361484,0.12083945856762572,130739.81900452489,193045000,1349058000,0.14309614560678635,0,0,0.5471611595512054,1.6618347891002545,1797988.6877828054,1081929.8642533936,0,0.06944334391459098,0.08979889714415962,3.5361920601634247,-5.587171480614104
Grímsnes- og Grafningshreppur,2009,A og B-hluti,1045695000,1517078000,963507000,527971000,0,0,60106000,514726000,35012000,-19022000,0,-5777000,-20826000,0,1000,-46038000,471383000,171442000,0,-1000,82188000,-62938000,0,150491000,53141000,NA,442,0.3107177086478085,46038000,0.04402622179507409,-43036.199095022625,48257000,0.09140085345596634,1164538.4615384615,0,135986.4253393665,340477.3755656109,0.29237108675295204,874252000,1.655871250504289,-0.01094188885374386,-13070.135746606335,50526000,1489669000,0.0339176018296682,0,0,0.6892822913521914,1.9805917370461634,2365825.7918552035,1194504.5248868777,0,0.06078453352122729,0.1006513615331145,2.0859736214532534,-2.551666186497647
Grímsnes- og Grafningshreppur,2010,A-hluti,686294000,1491351000,613873000,458478000,0,0,50590000,412006000,30822000,73074000,0,119546000,-17492000,0,-56684000,-5957000,805058000,307062000,0,120243000,72421000,20559000,0,142254000,73093000,NA,415,0.5398179234801197,5957000,0.008679953489320904,176081.92771084336,77294000,0.1685882419658086,992785.5421686746,0,121903.61445783133,342780.7228915663,0.34527167080091065,499475000,1.089419775867108,0.2607453356540554,288062.6506024096,228099000,1402724000,0.16261146169880888,0,0,0.4601820765198803,1.4968962523828842,1653720.4819277108,1104766.2650602409,0,0.14633965663947143,0.15942531593664255,4.239958023225308,-4.178653098559342
Grímsnes- og Grafningshreppur,2010,A og B-hluti,934169000,1507972000,844672000,522155000,0,0,50590000,467429000,51408000,30562000,0,74622000,-28164000,0,-1000,-29105000,573803000,170961000,0,0,89497000,-23472000,0,159724000,65713000,NA,415,0.3805130333984981,29105000,0.031156032794922545,73643.3734939759,106134000,0.20326148365906674,1126334.939759036,0,121903.61445783133,384877.1084337349,0.3417075106593729,763208000,1.4616502762589652,0.14291158755541936,179812.0481927711,61381000,1565337000,0.03921264238946629,0,0,0.6194869666015019,1.7890645497984314,2251009.638554217,1258204.8192771084,0,0.0861010366767644,0.12584960404477596,1.910242801434685,-2.333226814372958
Grímsnes- og Grafningshreppur,2011,A-hluti,736846000,1569663000,613720000,476921000,0,0,43055000,440190000,30025000,-22231000,0,14500000,-26452000,0,-102966000,-87411000,832817000,334458000,0,263074000,123126000,-73259000,0,158675000,71899000,NA,385,0.5305705747029776,87411000,0.11862858724889597,-57742.857142857145,66756000,0.13997286762377836,1143350.6493506494,0,111831.16883116883,412142.85714285716,0.3604693427837979,665462000,1.3953296248225597,0.030403358208172842,37662.33766233766,191833000,1413612000,0.13570413946684098,0,0,0.46942942529702236,1.545006405673057,1913885.7142857143,1238755.844155844,0,0.10804373502919776,0.15075662426271857,2.7163880902490134,-2.7180931498563434
Grímsnes- og Grafningshreppur,2011,A og B-hluti,990381000,1536557000,845943000,574668000,0,0,43055000,524673000,51299000,-90880000,0,-40885000,-37551000,0,0,-146684000,546176000,91774000,0,0,144438000,-143994000,0,183337000,50113000,NA,385,0.35545443481758243,146684000,0.14810865717335045,-236051.94805194804,101294000,0.17626525228479747,1362787.012987013,0,111831.16883116883,476200,0.34943097891448577,898607000,1.5636976480332991,-0.07114542657673648,-106194.8051948052,27960000,1624794000,0.017208335333586903,0,0,0.6445455651824176,1.72339681346447,2572418.1818181816,1492644.155844156,0,0.055767426694873286,0.08720339395964279,0.6353868095653499,-1.334531703549839
Grímsnes- og Grafningshreppur,2012,A-hluti,862135000,1735537000,736322000,546356000,129938000,276326000,43113000,547338000,29994000,0,109871000,135010000,-1614000,0,0,-172599000,873402000,480944000,3889000,311991000,125813000,-4231000,0,171837000,121472000,NA,404,0.5032459694031299,172599000,0.2001995047179386,0,29012000,0.05310090856511139,1354797.0297029703,9626.237623762376,106715.34653465346,425339.1089108911,0.31395042916808263,693182000,1.2687368675369173,0.2471099429675889,334183.1683168317,269056000,1481755000,0.18157927592618212,321628.71287128713,683975.2475247525,0.49675403059687007,1.5779729700049052,2133997.5247524753,1352366.3366336634,0,0.1752382491178363,0.22233122725841759,3.822689229252939,-75.26146220570013
Grímsnes- og Grafningshreppur,2012,A og B-hluti,1099899000,1630609000,953713000,633577000,129938000,276326000,43113000,635796000,56814000,0,109871000,78959000,-26579000,0,0,-187160000,530710000,157719000,16457000,0,146186000,-46349000,0,190643000,112869000,NA,404,0.325467356061447,187160000,0.17016107842629186,0,54595000,0.08616947900570886,1573752.4752475247,40735.148514851484,106715.34653465346,471888.61386138614,0.2998493227387401,942180000,1.4870804969246043,0.12462415775825196,195443.0693069307,112696000,1730400000,0.06512713823393435,321628.71287128713,683975.2475247525,0.6745326439385531,1.7360147227566658,2722522.2772277226,1568259.900990099,0,0.11979558046233203,0.17814567132329615,1.0788926436184039,-4.246548026637571
Grímsnes- og Grafningshreppur,2013,A-hluti,790456000,1741722000,715090000,553460000,130961000,300196000,2310000,471013000,30994000,0,0,71409000,-1675000,730000000,0,-39117000,951266000,517771000,28485000,377941000,75366000,12519000,730000000,186460000,113806000,NA,408,0.5461640835908371,769117000,0.9730041899865394,0,113441000,0.2049669352798757,1154443.6274509805,69816.17647058824,5661.764705882353,457009.8039215686,0.3958701776808708,650626000,1.1755610161529289,0.1290228742817909,175022.0588235294,220919000,1576737000,0.1401115087677907,320982.8431372549,735774.5098039216,0.4538359164091629,1.428208000578181,1937392.156862745,1356519.6078431373,1789215.6862745099,0.17491769465099766,0.20562642286705454,6.870087307273837,-67.94388059701492
Grímsnes- og Grafningshreppur,2013,A og B-hluti,1022612000,1583472000,928811000,636332000,130961000,299205000,2310000,549117000,55155000,0,0,23695000,-13002000,730000000,0,-43150000,560860000,126487000,47681000,0,93801000,-32791000,730000000,196560000,108267000,NA,408,0.35419634827770874,773150000,0.756054104587077,0,142370000,0.2237354085603113,1345875,116865.19607843137,5661.764705882353,481764.70588235295,0.3579565010735417,896125000,1.4082664395315654,0.03723685120345983,58075.98039215686,61769000,1844577000,0.03348681025514251,320982.8431372549,733345.5882352941,0.6458036517222913,1.6070416072113298,2506401.9607843137,1559637.2549019607,1789215.6862745099,0.12081685032780025,0.17014231564654927,1.3484611038261851,-8.326949700046146
Grímsnes- og Grafningshreppur,2014,A-hluti,811804000,1792801000,692857000,588668000,126468000,331029000,0,555982000,33610000,0,0,26655000,-28823000,0,0,-107446000,980997000,531333000,10605000,404671000,118947000,-59839000,0,214170000,65471000,NA,405,0.5471867764464656,107446000,0.13235460776246483,0,66296000,0.11262035646578376,1372795.061728395,26185.185185185186,0,528814.8148148148,0.38521031256407584,685142000,1.163885246013033,0.045280191890845096,65814.81481481482,233074000,1688484000,0.1380374347639658,312266.6666666667,817355.5555555555,0.45281322355353437,1.3790523690773067,2004454.3209876544,1453501.2345679011,0,0.09555829302538744,0.11121888738643854,4.466972685313627,-2.2714845782881725
Grímsnes- og Grafningshreppur,2014,A og B-hluti,1033204000,1603683000,897727000,680324000,126468000,329971000,0,628935000,57673000,0,0,6543000,-40742000,0,0,-99315000,570479000,101981000,15011000,0,135477000,-95296000,0,221847000,74433000,NA,405,0.3557305277913403,99315000,0.09612332124149732,0,109062000,0.16030891163622038,1552925.9259259258,37064.1975308642,0,547770.3703703703,0.3527343843163443,931223000,1.368793398439567,0.009617476378901818,16155.555555555555,109197000,1950233000,0.05599177123964162,312266.6666666667,814743.2098765433,0.6442694722086597,1.518694034019085,2551120.987654321,1679812.3456790124,0,0.07993037113559266,0.10940816434522374,0.7527550801981148,-1.8269353492710225
Grímsnes- og Grafningshreppur,2015,A-hluti,778826000,1771161000,675664000,652691000,130309000,356048000,0,634775000,37756000,0,0,11338000,-30045000,0,0,-39497000,992335000,553700000,3462000,435152000,103162000,22851000,0,275932000,52337000,NA,412,0.5602737413481891,39497000,0.05071350982119241,0,55672000,0.08529610489496561,1540716.0194174757,8402.912621359223,0,669737.8640776699,0.4346926076168721,660278000,1.0116241835723183,0.017371160319354793,27519.417475728154,109402000,1794819000,0.060954335785391174,316283.98058252427,864194.1747572816,0.4397262586518109,1.1932537755231802,1890354.3689320388,1584201.4563106797,0,0.07926509742865884,0.08018648947204726,5.367286403908416,-1.7419537360625728
Grímsnes- og Grafningshreppur,2015,A og B-hluti,993028000,1556058000,873305000,749888000,130309000,354912000,0,709181000,61473000,0,0,-7449000,-41248000,0,0,-15913000,563030000,112982000,22390000,0,119723000,4237000,0,284298000,65431000,NA,412,0.3618309857344649,15913000,0.016024724378365968,0,102180000,0.13626034821199967,1721313.1067961166,54344.66019417476,0,690043.6893203884,0.400882144332688,880046000,1.1735699197746863,-0.009933483400187761,-18080.09708737864,22789000,2066544000,0.01102759002469824,316283.98058252427,861436.8932038835,0.6381690142655351,1.3242350857728087,2410262.13592233,1820116.504854369,0,0.07434952263858935,0.08725436331825552,0.943695029359438,-1.586282971295578
