ar,sveitarfelag,hluti,name,y,is_percent
2008,Kópavogsbær,A og B-hluti,Framlegð sem hlutfall af tekjum,0.10369171685733906,TRUE
2008,Kópavogsbær,A og B-hluti,Handbært fé á íbúa,0,TRUE
2008,Kópavogsbær,A og B-hluti,Launa- og launatengd gjöld sem hlutfall af gjöldum,0.4434554818762782,TRUE
2008,Kópavogsbær,A og B-hluti,Launa- og launatengd gjöld á íbúa,247266.40124632162,FALSE
2008,Kópavogsbær,A og B-hluti,Nettóskuldir sem hlutfall af tekjum,2.0493654026039554,TRUE
2008,Kópavogsbær,A og B-hluti,Rekstrarniðurstaða sem hlutfall af tekjum,-0.5767847440980169,TRUE
2008,Kópavogsbær,A og B-hluti,Rekstrarniðurstaða undanfarinna 3 ára sem hlutfall af tekjum,-0.04982222098396108,TRUE
2008,Kópavogsbær,A og B-hluti,Skuldir sem hlutfall af tekjum,2.244804097798757,TRUE
2008,Kópavogsbær,A og B-hluti,Skuldir á íbúa,1296242.7557555826,FALSE
2008,Kópavogsbær,A og B-hluti,Veltufjárhlutfall,0.39396152541384055,TRUE
2008,Kópavogsbær,A og B-hluti,Veltufé frá rekstri sem hlutfall af tekjum,0.09272992771799743,TRUE
2008,Kópavogsbær,A og B-hluti,Útsvar á íbúa,0,FALSE
2008,Langanesbyggð,A og B-hluti,Eiginfjárhlutfall,0.4309160545402183,TRUE
2008,Langanesbyggð,A og B-hluti,Fasteignaskattur á íbúa,0,FALSE
2008,Langanesbyggð,A og B-hluti,Framlegð sem hlutfall af tekjum,0.10734308542289214,TRUE
2008,Langanesbyggð,A og B-hluti,Handbært fé á íbúa,0,TRUE
2008,Langanesbyggð,A og B-hluti,Launa- og launatengd gjöld sem hlutfall af gjöldum,0.5128700063325646,TRUE
2008,Langanesbyggð,A og B-hluti,Launa- og launatengd gjöld á íbúa,508221.4765100671,FALSE
2008,Langanesbyggð,A og B-hluti,Nettóskuldir sem hlutfall af tekjum,0.7491616496062158,TRUE
2008,Langanesbyggð,A og B-hluti,Rekstrarniðurstaða sem hlutfall af tekjum,-0.1443674428234435,TRUE
2008,Langanesbyggð,A og B-hluti,Rekstrarniðurstaða undanfarinna 3 ára sem hlutfall af tekjum,-0.10403203531419887,TRUE
2008,Langanesbyggð,A og B-hluti,Skuldir sem hlutfall af tekjum,1.1210273113935771,TRUE
2008,Langanesbyggð,A og B-hluti,Skuldir á íbúa,1153768.456375839,FALSE
2008,Langanesbyggð,A og B-hluti,Veltufjárhlutfall,1.8067461118965866,TRUE
2008,Langanesbyggð,A og B-hluti,Veltufé frá rekstri sem hlutfall af tekjum,0.1042505220840323,TRUE
2008,Langanesbyggð,A og B-hluti,Útsvar á íbúa,0,FALSE
2008,Mosfellsbær,A og B-hluti,Eiginfjárhlutfall,0.3130476783256299,TRUE
2008,Mosfellsbær,A og B-hluti,Fasteignaskattur á íbúa,0,FALSE
2008,Mosfellsbær,A og B-hluti,Framlegð sem hlutfall af tekjum,0.1546003122004844,TRUE
2008,Mosfellsbær,A og B-hluti,Handbært fé á íbúa,0,TRUE
2008,Mosfellsbær,A og B-hluti,Launa- og launatengd gjöld sem hlutfall af gjöldum,0.48740469341128384,TRUE
2008,Mosfellsbær,A og B-hluti,Launa- og launatengd gjöld á íbúa,244817.7490234375,FALSE
2008,Mosfellsbær,A og B-hluti,Nettóskuldir sem hlutfall af tekjum,1.1154470855876188,TRUE
2008,Mosfellsbær,A og B-hluti,Rekstrarniðurstaða sem hlutfall af tekjum,-0.03614196928874502,TRUE
2008,Mosfellsbær,A og B-hluti,Rekstrarniðurstaða undanfarinna 3 ára sem hlutfall af tekjum,0.04267700145087594,TRUE
2008,Mosfellsbær,A og B-hluti,Skuldir sem hlutfall af tekjum,1.272615880076134,TRUE
2008,Mosfellsbær,A og B-hluti,Skuldir á íbúa,722404.78515625,FALSE
2008,Mosfellsbær,A og B-hluti,Veltufjárhlutfall,0.3457851294245837,TRUE
2008,Mosfellsbær,A og B-hluti,Veltufé frá rekstri sem hlutfall af tekjum,0.1075425082313363,TRUE
2008,Mosfellsbær,A og B-hluti,Útsvar á íbúa,0,FALSE
2008,Múlaþing,A og B-hluti,Eiginfjárhlutfall,0.14522743013930328,TRUE
2008,Múlaþing,A og B-hluti,Fasteignaskattur á íbúa,0,FALSE
2008,Múlaþing,A og B-hluti,Framlegð sem hlutfall af tekjum,0.058150051704712075,TRUE
2008,Múlaþing,A og B-hluti,Handbært fé á íbúa,0,TRUE
2008,Múlaþing,A og B-hluti,Launa- og launatengd gjöld sem hlutfall af gjöldum,0.4875071566497006,TRUE
2008,Múlaþing,A og B-hluti,Launa- og launatengd gjöld á íbúa,294469.53471196454,FALSE
2008,Múlaþing,A og B-hluti,Nettóskuldir sem hlutfall af tekjum,1.6144973838959116,TRUE
2008,Múlaþing,A og B-hluti,Rekstrarniðurstaða sem hlutfall af tekjum,-0.312332268370607,TRUE
2008,Múlaþing,A og B-hluti,Rekstrarniðurstaða undanfarinna 3 ára sem hlutfall af tekjum,-0.06888555091853955,TRUE
2008,Múlaþing,A og B-hluti,Skuldir sem hlutfall af tekjum,1.8994440585883843,TRUE
2008,Múlaþing,A og B-hluti,Skuldir á íbúa,1136141.8020679469,FALSE
2008,Múlaþing,A og B-hluti,Veltufjárhlutfall,0.9238135553954956,TRUE
2008,Múlaþing,A og B-hluti,Veltufé frá rekstri sem hlutfall af tekjum,0.02614251979441589,TRUE
2008,Múlaþing,A og B-hluti,Útsvar á íbúa,0,FALSE
2008,Mýrdalshreppur,A og B-hluti,Eiginfjárhlutfall,0.4324529885980988,TRUE
2008,Mýrdalshreppur,A og B-hluti,Fasteignaskattur á íbúa,0,FALSE
2008,Mýrdalshreppur,A og B-hluti,Framlegð sem hlutfall af tekjum,0.11340693150518794,TRUE
2008,Mýrdalshreppur,A og B-hluti,Handbært fé á íbúa,0,TRUE
2008,Mýrdalshreppur,A og B-hluti,Launa- og launatengd gjöld sem hlutfall af gjöldum,0.5145457533796277,TRUE
2008,Mýrdalshreppur,A og B-hluti,Launa- og launatengd gjöld á íbúa,307300.6134969325,FALSE
2008,Mýrdalshreppur,A og B-hluti,Nettóskuldir sem hlutfall af tekjum,0.5985293132007545,TRUE
2008,Mýrdalshreppur,A og B-hluti,Rekstrarniðurstaða sem hlutfall af tekjum,-0.01917829205005697,TRUE
2008,Mýrdalshreppur,A og B-hluti,Rekstrarniðurstaða undanfarinna 3 ára sem hlutfall af tekjum,0.011311904274975382,TRUE
2008,Mýrdalshreppur,A og B-hluti,Skuldir sem hlutfall af tekjum,0.8025839150014522,TRUE
2008,Mýrdalshreppur,A og B-hluti,Skuldir á íbúa,514249.48875255627,FALSE
2008,Mýrdalshreppur,A og B-hluti,Veltufjárhlutfall,1.5306978137166816,TRUE
2008,Mýrdalshreppur,A og B-hluti,Veltufé frá rekstri sem hlutfall af tekjum,0.13329694915470616,TRUE
2008,Mýrdalshreppur,A og B-hluti,Útsvar á íbúa,0,FALSE
2008,Norðurþing,A og B-hluti,Eiginfjárhlutfall,0.04359346034103648,TRUE
2008,Norðurþing,A og B-hluti,Fasteignaskattur á íbúa,0,FALSE
2008,Norðurþing,A og B-hluti,Framlegð sem hlutfall af tekjum,0.040755741750676165,TRUE
2008,Norðurþing,A og B-hluti,Handbært fé á íbúa,0,TRUE
2008,Norðurþing,A og B-hluti,Launa- og launatengd gjöld sem hlutfall af gjöldum,0.4404643420895238,TRUE
2008,Norðurþing,A og B-hluti,Launa- og launatengd gjöld á íbúa,377726.44988266844,FALSE
2008,Norðurþing,A og B-hluti,Nettóskuldir sem hlutfall af tekjum,1.9442557679877543,TRUE
2008,Norðurþing,A og B-hluti,Rekstrarniðurstaða sem hlutfall af tekjum,-0.5458097352170335,TRUE
2008,Norðurþing,A og B-hluti,Rekstrarniðurstaða undanfarinna 3 ára sem hlutfall af tekjum,-0.21321530637711406,TRUE
2008,Norðurþing,A og B-hluti,Skuldir sem hlutfall af tekjum,2.2190682135559863,TRUE
2008,Norðurþing,A og B-hluti,Skuldir á íbúa,1828780.7576265505,FALSE
2008,Norðurþing,A og B-hluti,Veltufjárhlutfall,0.5704382854981792,TRUE
2008,Norðurþing,A og B-hluti,Veltufé frá rekstri sem hlutfall af tekjum,0.00949741554609936,TRUE
2008,Norðurþing,A og B-hluti,Útsvar á íbúa,0,FALSE
2008,Rangárþing eystra,A og B-hluti,Eiginfjárhlutfall,0.6495324533034961,TRUE
2008,Rangárþing eystra,A og B-hluti,Fasteignaskattur á íbúa,0,FALSE
2008,Rangárþing eystra,A og B-hluti,Framlegð sem hlutfall af tekjum,0.11010114211753397,TRUE
2008,Rangárþing eystra,A og B-hluti,Handbært fé á íbúa,0,TRUE
2008,Rangárþing eystra,A og B-hluti,Launa- og launatengd gjöld sem hlutfall af gjöldum,0.4721556404696278,TRUE
2008,Rangárþing eystra,A og B-hluti,Launa- og launatengd gjöld á íbúa,242967.46575342465,FALSE
2008,Rangárþing eystra,A og B-hluti,Nettóskuldir sem hlutfall af tekjum,0.36647680561235463,TRUE
2008,Rangárþing eystra,A og B-hluti,Rekstrarniðurstaða sem hlutfall af tekjum,-0.015617160853489381,TRUE
2008,Rangárþing eystra,A og B-hluti,Rekstrarniðurstaða undanfarinna 3 ára sem hlutfall af tekjum,0.0755504355330525,TRUE
2008,Rangárþing eystra,A og B-hluti,Skuldir sem hlutfall af tekjum,0.6985867929221597,TRUE
2008,Rangárþing eystra,A og B-hluti,Skuldir á íbúa,378307.07762557076,FALSE
2008,Rangárþing eystra,A og B-hluti,Veltufjárhlutfall,2.5015752317487547,TRUE
2008,Rangárþing eystra,A og B-hluti,Veltufé frá rekstri sem hlutfall af tekjum,0.13446652697615002,TRUE
2008,Rangárþing eystra,A og B-hluti,Útsvar á íbúa,0,FALSE
2008,Rangárþing ytra,A og B-hluti,Eiginfjárhlutfall,0.2398865369068596,TRUE
2008,Rangárþing ytra,A og B-hluti,Fasteignaskattur á íbúa,0,FALSE
2008,Rangárþing ytra,A og B-hluti,Framlegð sem hlutfall af tekjum,0.08270146652887433,TRUE
2008,Rangárþing ytra,A og B-hluti,Handbært fé á íbúa,0,TRUE
2008,Rangárþing ytra,A og B-hluti,Launa- og launatengd gjöld sem hlutfall af gjöldum,0.4056357621768507,TRUE
2008,Rangárþing ytra,A og B-hluti,Launa- og launatengd gjöld á íbúa,240833.01220295439,FALSE
2008,Rangárþing ytra,A og B-hluti,Nettóskuldir sem hlutfall af tekjum,1.224879579448365,TRUE
2008,Rangárþing ytra,A og B-hluti,Rekstrarniðurstaða sem hlutfall af tekjum,-0.3638760244480573,TRUE
2008,Rangárþing ytra,A og B-hluti,Rekstrarniðurstaða undanfarinna 3 ára sem hlutfall af tekjum,-0.10303206575875783,TRUE
2008,Rangárþing ytra,A og B-hluti,Skuldir sem hlutfall af tekjum,1.403096781728821,TRUE
2008,Rangárþing ytra,A og B-hluti,Skuldir á íbúa,864144.5086705203,FALSE
2008,Rangárþing ytra,A og B-hluti,Veltufjárhlutfall,0.27521585695563683,TRUE
2008,Rangárþing ytra,A og B-hluti,Veltufé frá rekstri sem hlutfall af tekjum,0.02558891098525337,TRUE
2008,Rangárþing ytra,A og B-hluti,Útsvar á íbúa,0,FALSE
2008,Reykhólahreppur,A og B-hluti,Eiginfjárhlutfall,0.71637380247102,TRUE
2008,Reykhólahreppur,A og B-hluti,Fasteignaskattur á íbúa,0,FALSE
2008,Reykhólahreppur,A og B-hluti,Framlegð sem hlutfall af tekjum,0.0301480150257155,TRUE
2008,Reykhólahreppur,A og B-hluti,Handbært fé á íbúa,0,TRUE
2008,Reykhólahreppur,A og B-hluti,Launa- og launatengd gjöld sem hlutfall af gjöldum,0.6228722237503177,TRUE
2008,Reykhólahreppur,A og B-hluti,Launa- og launatengd gjöld á íbúa,670026.2172284644,FALSE
2008,Reykhólahreppur,A og B-hluti,Nettóskuldir sem hlutfall af tekjum,0.19523081858414712,TRUE
2008,Reykhólahreppur,A og B-hluti,Rekstrarniðurstaða sem hlutfall af tekjum,-0.03182443782920494,TRUE
2008,Reykhólahreppur,A og B-hluti,Rekstrarniðurstaða undanfarinna 3 ára sem hlutfall af tekjum,0.04336231172089514,TRUE
2008,Reykhólahreppur,A og B-hluti,Skuldir sem hlutfall af tekjum,0.4230897921028758,TRUE
2008,Reykhólahreppur,A og B-hluti,Skuldir á íbúa,459382.0224719101,FALSE
2008,Reykhólahreppur,A og B-hluti,Veltufjárhlutfall,1.1468935828681917,TRUE
2008,Reykhólahreppur,A og B-hluti,Veltufé frá rekstri sem hlutfall af tekjum,0.046539704659834494,TRUE
2008,Reykhólahreppur,A og B-hluti,Útsvar á íbúa,0,FALSE
2008,Reykjanesbær,A og B-hluti,Eiginfjárhlutfall,0.09241766462727621,TRUE
2008,Reykjanesbær,A og B-hluti,Fasteignaskattur á íbúa,0,FALSE
2008,Reykjanesbær,A og B-hluti,Framlegð sem hlutfall af tekjum,-0.09913621451463031,TRUE
2008,Reykjanesbær,A og B-hluti,Handbært fé á íbúa,0,TRUE
2008,Reykjanesbær,A og B-hluti,Launa- og launatengd gjöld sem hlutfall af gjöldum,0.3515759946434165,TRUE
2008,Reykjanesbær,A og B-hluti,Launa- og launatengd gjöld á íbúa,221984.82142857142,FALSE
2008,Reykjanesbær,A og B-hluti,Nettóskuldir sem hlutfall af tekjum,1.5471190557462438,TRUE
2008,Reykjanesbær,A og B-hluti,Rekstrarniðurstaða sem hlutfall af tekjum,-1.0679756983293194,TRUE
2008,Reykjanesbær,A og B-hluti,Rekstrarniðurstaða undanfarinna 3 ára sem hlutfall af tekjum,-0.30067323739026613,TRUE
2008,Reykjanesbær,A og B-hluti,Skuldir sem hlutfall af tekjum,2.1858795462255345,TRUE
2008,Reykjanesbær,A og B-hluti,Skuldir á íbúa,1235014.136904762,FALSE
2008,Reykjanesbær,A og B-hluti,Veltufjárhlutfall,1.0412371285176187,TRUE
2008,Reykjanesbær,A og B-hluti,Veltufé frá rekstri sem hlutfall af tekjum,-0.10241399545298432,TRUE
2008,Reykjanesbær,A og B-hluti,Útsvar á íbúa,0,FALSE
2008,Reykjavíkurborg,A og B-hluti,Eiginfjárhlutfall,0.2993661033685303,TRUE
2008,Reykjavíkurborg,A og B-hluti,Fasteignaskattur á íbúa,0,FALSE
2008,Reykjavíkurborg,A og B-hluti,Framlegð sem hlutfall af tekjum,0.210337189891651,TRUE
2008,Reykjavíkurborg,A og B-hluti,Handbært fé á íbúa,0,TRUE
2008,Reykjavíkurborg,A og B-hluti,Launa- og launatengd gjöld sem hlutfall af gjöldum,0.453135098206224,TRUE
2008,Reykjavíkurborg,A og B-hluti,Launa- og launatengd gjöld á íbúa,310035.5474765836,FALSE
2008,Reykjavíkurborg,A og B-hluti,Nettóskuldir sem hlutfall af tekjum,2.6402173112914733,TRUE
2008,Reykjavíkurborg,A og B-hluti,Rekstrarniðurstaða sem hlutfall af tekjum,-0.7995967072981234,TRUE
2008,Reykjavíkurborg,A og B-hluti,Rekstrarniðurstaða undanfarinna 3 ára sem hlutfall af tekjum,-0.23584990816373239,TRUE
2008,Reykjavíkurborg,A og B-hluti,Skuldir sem hlutfall af tekjum,3.0447338016979217,TRUE
2008,Reykjavíkurborg,A og B-hluti,Skuldir á íbúa,2291101.727721814,FALSE
2008,Reykjavíkurborg,A og B-hluti,Veltufjárhlutfall,1.0402453574275001,TRUE
2008,Reykjavíkurborg,A og B-hluti,Veltufé frá rekstri sem hlutfall af tekjum,0.16999860358934576,TRUE
2008,Reykjavíkurborg,A og B-hluti,Útsvar á íbúa,0,FALSE
2008,Seltjarnarnesbær,A og B-hluti,Eiginfjárhlutfall,0.6791948324741985,TRUE
2008,Seltjarnarnesbær,A og B-hluti,Fasteignaskattur á íbúa,0,FALSE
2008,Seltjarnarnesbær,A og B-hluti,Framlegð sem hlutfall af tekjum,-0.04105439600048058,TRUE
2008,Seltjarnarnesbær,A og B-hluti,Handbært fé á íbúa,0,TRUE
2008,Seltjarnarnesbær,A og B-hluti,Launa- og launatengd gjöld sem hlutfall af gjöldum,0.5104652300317634,TRUE
2008,Seltjarnarnesbær,A og B-hluti,Launa- og launatengd gjöld á íbúa,299913.33632689714,FALSE
2008,Seltjarnarnesbær,A og B-hluti,Nettóskuldir sem hlutfall af tekjum,0.030386035055867785,TRUE
2008,Seltjarnarnesbær,A og B-hluti,Rekstrarniðurstaða sem hlutfall af tekjum,-0.09089778931770548,TRUE
2008,Seltjarnarnesbær,A og B-hluti,Rekstrarniðurstaða undanfarinna 3 ára sem hlutfall af tekjum,0.26194722638733564,TRUE
2008,Seltjarnarnesbær,A og B-hluti,Skuldir sem hlutfall af tekjum,0.7324512074650577,TRUE
2008,Seltjarnarnesbær,A og B-hluti,Skuldir á íbúa,394196.22810956446,FALSE
2008,Seltjarnarnesbær,A og B-hluti,Veltufjárhlutfall,2.629844140696773,TRUE
2008,Seltjarnarnesbær,A og B-hluti,Veltufé frá rekstri sem hlutfall af tekjum,0.014167606696124631,TRUE
2008,Seltjarnarnesbær,A og B-hluti,Útsvar á íbúa,0,FALSE
2008,Skaftárhreppur,A og B-hluti,Eiginfjárhlutfall,0.4575606615155212,TRUE
2008,Skaftárhreppur,A og B-hluti,Fasteignaskattur á íbúa,0,FALSE
2008,Skaftárhreppur,A og B-hluti,Framlegð sem hlutfall af tekjum,0.15321663500432933,TRUE
2008,Skaftárhreppur,A og B-hluti,Handbært fé á íbúa,0,TRUE
2008,Skaftárhreppur,A og B-hluti,Launa- og launatengd gjöld sem hlutfall af gjöldum,0.4387830463994034,TRUE
2008,Skaftárhreppur,A og B-hluti,Launa- og launatengd gjöld á íbúa,260955.223880597,FALSE
2008,Skaftárhreppur,A og B-hluti,Nettóskuldir sem hlutfall af tekjum,0.8668566406906266,TRUE
2008,Skaftárhreppur,A og B-hluti,Rekstrarniðurstaða sem hlutfall af tekjum,-0.05016218870753047,TRUE
2008,Skaftárhreppur,A og B-hluti,Rekstrarniðurstaða undanfarinna 3 ára sem hlutfall af tekjum,0.019806714855439445,TRUE
2008,Skaftárhreppur,A og B-hluti,Skuldir sem hlutfall af tekjum,1.034289018984479,TRUE
2008,Skaftárhreppur,A og B-hluti,Skuldir á íbúa,682577.8251599147,FALSE
2008,Skaftárhreppur,A og B-hluti,Veltufjárhlutfall,0.7559831295363892,TRUE
2008,Skaftárhreppur,A og B-hluti,Veltufé frá rekstri sem hlutfall af tekjum,0.13530156760878276,TRUE
2008,Skaftárhreppur,A og B-hluti,Útsvar á íbúa,0,FALSE
2008,Skagafjörður,A og B-hluti,Eiginfjárhlutfall,0.18995584880870128,TRUE
2008,Skagafjörður,A og B-hluti,Fasteignaskattur á íbúa,0,FALSE
2008,Skagafjörður,A og B-hluti,Framlegð sem hlutfall af tekjum,0.10711757558099111,TRUE
2008,Skagafjörður,A og B-hluti,Handbært fé á íbúa,0,TRUE
2008,Skagafjörður,A og B-hluti,Launa- og launatengd gjöld sem hlutfall af gjöldum,0.5439949585582314,TRUE
2008,Skagafjörður,A og B-hluti,Launa- og launatengd gjöld á íbúa,367399.90568262205,FALSE
2008,Skagafjörður,A og B-hluti,Nettóskuldir sem hlutfall af tekjum,0.9965099146765024,TRUE
2008,Skagafjörður,A og B-hluti,Rekstrarniðurstaða sem hlutfall af tekjum,-0.15208673396749298,TRUE
2008,Skagafjörður,A og B-hluti,Rekstrarniðurstaða undanfarinna 3 ára sem hlutfall af tekjum,-0.04313912479655608,TRUE
2008,Skagafjörður,A og B-hluti,Skuldir sem hlutfall af tekjum,1.341948567512176,TRUE
2008,Skagafjörður,A og B-hluti,Skuldir á íbúa,955681.914642773,FALSE
2008,Skagafjörður,A og B-hluti,Veltufjárhlutfall,1.2989812065966546,TRUE
2008,Skagafjörður,A og B-hluti,Veltufé frá rekstri sem hlutfall af tekjum,0.12468554135888513,TRUE
2008,Skagafjörður,A og B-hluti,Útsvar á íbúa,0,FALSE
2008,Skeiða- og Gnúpverjahreppur,A og B-hluti,Eiginfjárhlutfall,0.7332914562236154,TRUE
2008,Skeiða- og Gnúpverjahreppur,A og B-hluti,Fasteignaskattur á íbúa,0,FALSE
2008,Skeiða- og Gnúpverjahreppur,A og B-hluti,Framlegð sem hlutfall af tekjum,0.0976747689965736,TRUE
2008,Skeiða- og Gnúpverjahreppur,A og B-hluti,Handbært fé á íbúa,0,TRUE
2008,Skeiða- og Gnúpverjahreppur,A og B-hluti,Launa- og launatengd gjöld sem hlutfall af gjöldum,0.3729901653065495,TRUE
2008,Skeiða- og Gnúpverjahreppur,A og B-hluti,Launa- og launatengd gjöld á íbúa,249419.776119403,FALSE
2008,Skeiða- og Gnúpverjahreppur,A og B-hluti,Nettóskuldir sem hlutfall af tekjum,-0.024353748918693546,TRUE
2008,Skeiða- og Gnúpverjahreppur,A og B-hluti,Rekstrarniðurstaða sem hlutfall af tekjum,0.003499146644637889,TRUE
2008,Skeiða- og Gnúpverjahreppur,A og B-hluti,Rekstrarniðurstaða undanfarinna 3 ára sem hlutfall af tekjum,0.12085116031833947,TRUE
2008,Skeiða- og Gnúpverjahreppur,A og B-hluti,Skuldir sem hlutfall af tekjum,0.32759234292156664,TRUE
2008,Skeiða- og Gnúpverjahreppur,A og B-hluti,Skuldir á íbúa,235274.25373134328,FALSE
2008,Skeiða- og Gnúpverjahreppur,A og B-hluti,Veltufjárhlutfall,2.36609161637202,TRUE
2008,Skeiða- og Gnúpverjahreppur,A og B-hluti,Veltufé frá rekstri sem hlutfall af tekjum,0.06425752888029905,TRUE
2008,Skeiða- og Gnúpverjahreppur,A og B-hluti,Útsvar á íbúa,0,FALSE
2008,Snæfellsbær,A og B-hluti,Eiginfjárhlutfall,0.2983853622170891,TRUE
2008,Snæfellsbær,A og B-hluti,Fasteignaskattur á íbúa,0,FALSE
2008,Snæfellsbær,A og B-hluti,Framlegð sem hlutfall af tekjum,0.27622644547067493,TRUE
2008,Snæfellsbær,A og B-hluti,Handbært fé á íbúa,0,TRUE
2008,Snæfellsbær,A og B-hluti,Launa- og launatengd gjöld sem hlutfall af gjöldum,0.4997966871972732,TRUE
2008,Snæfellsbær,A og B-hluti,Launa- og launatengd gjöld á íbúa,340948.1351981352,FALSE
2008,Snæfellsbær,A og B-hluti,Nettóskuldir sem hlutfall af tekjum,0.9571642256853651,TRUE
2008,Snæfellsbær,A og B-hluti,Rekstrarniðurstaða sem hlutfall af tekjum,0.05933112031771356,TRUE
2008,Snæfellsbær,A og B-hluti,Rekstrarniðurstaða undanfarinna 3 ára sem hlutfall af tekjum,0.04902392933582333,TRUE
2008,Snæfellsbær,A og B-hluti,Skuldir sem hlutfall af tekjum,1.1730223234816528,TRUE
2008,Snæfellsbær,A og B-hluti,Skuldir á íbúa,1036018.648018648,FALSE
2008,Snæfellsbær,A og B-hluti,Veltufjárhlutfall,1.2194939923805803,TRUE
2008,Snæfellsbær,A og B-hluti,Veltufé frá rekstri sem hlutfall af tekjum,0.2636444553533666,TRUE
2008,Snæfellsbær,A og B-hluti,Útsvar á íbúa,0,FALSE
2008,Strandabyggð,A og B-hluti,Eiginfjárhlutfall,0.4155799641392472,TRUE
2008,Strandabyggð,A og B-hluti,Fasteignaskattur á íbúa,0,FALSE
2008,Strandabyggð,A og B-hluti,Framlegð sem hlutfall af tekjum,0.0865245958749404,TRUE
2008,Strandabyggð,A og B-hluti,Handbært fé á íbúa,0,TRUE
2008,Strandabyggð,A og B-hluti,Launa- og launatengd gjöld sem hlutfall af gjöldum,0.5067746781367728,TRUE
2008,Strandabyggð,A og B-hluti,Launa- og launatengd gjöld á íbúa,346138.2765531062,FALSE
2008,Strandabyggð,A og B-hluti,Nettóskuldir sem hlutfall af tekjum,0.708670163705986,TRUE
2008,Strandabyggð,A og B-hluti,Rekstrarniðurstaða sem hlutfall af tekjum,-0.12376035476769055,TRUE
2008,Strandabyggð,A og B-hluti,Rekstrarniðurstaða undanfarinna 3 ára sem hlutfall af tekjum,-0.05284720216477085,TRUE
2008,Strandabyggð,A og B-hluti,Skuldir sem hlutfall af tekjum,0.9688750174899557,TRUE
2008,Strandabyggð,A og B-hluti,Skuldir á íbúa,679961.9238476953,FALSE
2008,Strandabyggð,A og B-hluti,Veltufjárhlutfall,2.703922291897209,TRUE
2008,Strandabyggð,A og B-hluti,Veltufé frá rekstri sem hlutfall af tekjum,0.07219568190838975,TRUE
2008,Strandabyggð,A og B-hluti,Útsvar á íbúa,0,FALSE
2008,Suðurnesjabær,A og B-hluti,Eiginfjárhlutfall,0.5555527712108446,TRUE
2008,Suðurnesjabær,A og B-hluti,Fasteignaskattur á íbúa,0,FALSE
2008,Suðurnesjabær,A og B-hluti,Framlegð sem hlutfall af tekjum,-0.08245915382955889,TRUE
2008,Suðurnesjabær,A og B-hluti,Handbært fé á íbúa,0,TRUE
2008,Suðurnesjabær,A og B-hluti,Launa- og launatengd gjöld sem hlutfall af gjöldum,0.43298494177410396,TRUE
2008,Suðurnesjabær,A og B-hluti,Launa- og launatengd gjöld á íbúa,285587.09878466814,FALSE
2008,Suðurnesjabær,A og B-hluti,Nettóskuldir sem hlutfall af tekjum,-0.342997506765595,TRUE
2008,Suðurnesjabær,A og B-hluti,Rekstrarniðurstaða sem hlutfall af tekjum,-0.04176126666138709,TRUE
2008,Suðurnesjabær,A og B-hluti,Rekstrarniðurstaða undanfarinna 3 ára sem hlutfall af tekjum,0.7585835558226786,TRUE
2008,Suðurnesjabær,A og B-hluti,Skuldir sem hlutfall af tekjum,2.1601306422058433,TRUE
2008,Suðurnesjabær,A og B-hluti,Skuldir á íbúa,1232502.960423808,FALSE
2008,Suðurnesjabær,A og B-hluti,Veltufjárhlutfall,8.725301075700948,TRUE
2008,Suðurnesjabær,A og B-hluti,Veltufé frá rekstri sem hlutfall af tekjum,0.35324734906100913,TRUE
2008,Suðurnesjabær,A og B-hluti,Útsvar á íbúa,0,FALSE
2008,Svalbarðsstrandarhreppur,A og B-hluti,Eiginfjárhlutfall,0.9074144154634374,TRUE
2008,Svalbarðsstrandarhreppur,A og B-hluti,Fasteignaskattur á íbúa,0,FALSE
2008,Svalbarðsstrandarhreppur,A og B-hluti,Framlegð sem hlutfall af tekjum,0.1880830644341097,TRUE
2008,Svalbarðsstrandarhreppur,A og B-hluti,Handbært fé á íbúa,0,TRUE
2008,Svalbarðsstrandarhreppur,A og B-hluti,Launa- og launatengd gjöld sem hlutfall af gjöldum,0.6111141023432116,TRUE
2008,Svalbarðsstrandarhreppur,A og B-hluti,Launa- og launatengd gjöld á íbúa,291028.2051282051,FALSE
2008,Svalbarðsstrandarhreppur,A og B-hluti,Nettóskuldir sem hlutfall af tekjum,-0.6711354789796314,TRUE
2008,Svalbarðsstrandarhreppur,A og B-hluti,Rekstrarniðurstaða sem hlutfall af tekjum,0.22326340412548426,TRUE
2008,Svalbarðsstrandarhreppur,A og B-hluti,Rekstrarniðurstaða undanfarinna 3 ára sem hlutfall af tekjum,0.2251068866397739,TRUE
2008,Svalbarðsstrandarhreppur,A og B-hluti,Skuldir sem hlutfall af tekjum,0.20583041319563228,TRUE
2008,Svalbarðsstrandarhreppur,A og B-hluti,Skuldir á íbúa,114164.10256410256,FALSE
2008,Svalbarðsstrandarhreppur,A og B-hluti,Veltufjárhlutfall,11.331309001262703,TRUE
2008,Svalbarðsstrandarhreppur,A og B-hluti,Veltufé frá rekstri sem hlutfall af tekjum,0.29152528269090305,TRUE
2008,Svalbarðsstrandarhreppur,A og B-hluti,Útsvar á íbúa,0,FALSE
2008,Sveitarfélagið Hornafjörður,A og B-hluti,Eiginfjárhlutfall,0.5120735873478424,TRUE
2008,Sveitarfélagið Hornafjörður,A og B-hluti,Fasteignaskattur á íbúa,0,FALSE
