sveitarfelag,ar,hluti,name,obs,vidmid,diff,colour
Grýtubakkahreppur,2010,A og B-hluti,framlegd,0.06411385994366667,0.06237599034285635,0.0017378696008103212,TRUE
Grýtubakkahreppur,2010,A og B-hluti,veltufe,0.08955058206490822,0.031187995171428173,0.05836258689348005,TRUE
Grýtubakkahreppur,2010,A og B-hluti,veltufjarhlutfall,2.1257014590347922,1,1.1257014590347922,TRUE
Grýtubakkahreppur,2011,A-hluti,nettoskuldir,0.26208120237970983,1,-0.7379187976202901,FALSE
Grýtubakkahreppur,2011,A-hluti,rekstrarnidurstada,0.040972052102216654,0,0.040972052102216654,TRUE
Grýtubakkahreppur,2011,A-hluti,framlegd,0.08454633770362817,0.026208120237970985,0.058338217465657184,TRUE
Grýtubakkahreppur,2011,A-hluti,veltufe,0.09891772980177113,0.013104060118985492,0.08581366968278564,TRUE
Grýtubakkahreppur,2011,A-hluti,veltufjarhlutfall,1.9313303573815188,1,0.9313303573815188,TRUE
Grýtubakkahreppur,2011,A og B-hluti,nettoskuldir,0.6098253598849915,1,-0.39017464011500846,FALSE
Grýtubakkahreppur,2011,A og B-hluti,rekstrarnidurstada,0.02334493520850794,0,0.02334493520850794,TRUE
Grýtubakkahreppur,2011,A og B-hluti,framlegd,0.10739496773444904,0.060982535988499155,0.04641243174594988,TRUE
Grýtubakkahreppur,2011,A og B-hluti,veltufe,0.1023730168451318,0.030491267994249577,0.07188174885088222,TRUE
Grýtubakkahreppur,2011,A og B-hluti,veltufjarhlutfall,1.4078234704112338,1,0.4078234704112338,TRUE
Grýtubakkahreppur,2012,A-hluti,nettoskuldir,0.1612487919249999,1,-0.8387512080750001,FALSE
Grýtubakkahreppur,2012,A-hluti,rekstrarnidurstada,0.04315555746334763,0,0.04315555746334763,TRUE
Grýtubakkahreppur,2012,A-hluti,framlegd,0.07620380094413023,0.01612487919249999,0.060078921751630245,TRUE
Grýtubakkahreppur,2012,A-hluti,veltufe,0.11663113675932354,0.008062439596249995,0.10856869716307355,TRUE
Grýtubakkahreppur,2012,A-hluti,veltufjarhlutfall,2.098088157195964,1,1.098088157195964,TRUE
Grýtubakkahreppur,2012,A og B-hluti,nettoskuldir,0.4316762999174293,1,-0.5683237000825707,FALSE
Grýtubakkahreppur,2012,A og B-hluti,rekstrarnidurstada,0.023583985661948817,0,0.023583985661948817,TRUE
Grýtubakkahreppur,2012,A og B-hluti,framlegd,0.09525061213761025,0.04316762999174293,0.052082982145867325,TRUE
Grýtubakkahreppur,2012,A og B-hluti,veltufe,0.11482758719210978,0.021583814995871465,0.09324377219623832,TRUE
Grýtubakkahreppur,2012,A og B-hluti,veltufjarhlutfall,1.4757512193889155,1,0.4757512193889155,TRUE
Grýtubakkahreppur,2013,A-hluti,nettoskuldir,0.2585574131479091,1,-0.7414425868520909,FALSE
Grýtubakkahreppur,2013,A-hluti,rekstrarnidurstada,0.06606310196422137,0,0.06606310196422137,TRUE
Grýtubakkahreppur,2013,A-hluti,framlegd,0.12234659571260985,0.02585574131479091,0.09649085439781893,TRUE
Grýtubakkahreppur,2013,A-hluti,veltufe,0.1629005092176922,0.012927870657395455,0.14997263856029674,TRUE
Grýtubakkahreppur,2013,A-hluti,veltufjarhlutfall,3.325860597439545,1,2.325860597439545,TRUE
Grýtubakkahreppur,2013,A og B-hluti,nettoskuldir,0.4659005425823077,1,-0.5340994574176923,FALSE
Grýtubakkahreppur,2013,A og B-hluti,rekstrarnidurstada,0.045367905981460996,0,0.045367905981460996,TRUE
Grýtubakkahreppur,2013,A og B-hluti,framlegd,0.12678660029770003,0.04659005425823077,0.08019654603946927,TRUE
Grýtubakkahreppur,2013,A og B-hluti,veltufe,0.14939686401297503,0.023295027129115384,0.12610183688385965,TRUE
Grýtubakkahreppur,2013,A og B-hluti,veltufjarhlutfall,1.2298668101708596,1,0.22986681017085964,TRUE
Grýtubakkahreppur,2014,A-hluti,nettoskuldir,0.18942706673544013,1,-0.8105729332645599,FALSE
Grýtubakkahreppur,2014,A-hluti,rekstrarnidurstada,0.037095723123342944,0,0.037095723123342944,TRUE
Grýtubakkahreppur,2014,A-hluti,framlegd,0.0017576655573113959,0.018942706673544012,-0.017185041116232615,FALSE
Grýtubakkahreppur,2014,A-hluti,veltufe,0.048005624529783394,0.009471353336772006,0.038534271193011387,TRUE
Grýtubakkahreppur,2014,A-hluti,veltufjarhlutfall,3.0049780627742155,1,2.0049780627742155,TRUE
Grýtubakkahreppur,2014,A og B-hluti,nettoskuldir,0.526750418225021,1,-0.473249581774979,FALSE
Grýtubakkahreppur,2014,A og B-hluti,rekstrarnidurstada,0.025347345613315968,0,0.025347345613315968,TRUE
Grýtubakkahreppur,2014,A og B-hluti,framlegd,0.02547976004006436,0.0526750418225021,-0.02719528178243774,FALSE
Grýtubakkahreppur,2014,A og B-hluti,veltufe,0.04983270999158222,0.02633752091125105,0.023495189080331172,TRUE
Grýtubakkahreppur,2014,A og B-hluti,veltufjarhlutfall,1.7084996998877842,1,0.7084996998877842,TRUE
Grýtubakkahreppur,2015,A-hluti,nettoskuldir,0.1980821967020729,1,-0.8019178032979271,FALSE
Grýtubakkahreppur,2015,A-hluti,rekstrarnidurstada,0.0100733056869401,0,0.0100733056869401,TRUE
Grýtubakkahreppur,2015,A-hluti,framlegd,0.00839749961081107,0.019808219670207287,-0.011410720059396218,FALSE
Grýtubakkahreppur,2015,A-hluti,veltufe,0.08657657441891099,0.009904109835103644,0.07667246458380735,TRUE
Grýtubakkahreppur,2015,A-hluti,veltufjarhlutfall,2.904879876753966,1,1.904879876753966,TRUE
Grýtubakkahreppur,2015,A og B-hluti,nettoskuldir,0.5636067445123546,1,-0.4363932554876454,FALSE
Grýtubakkahreppur,2015,A og B-hluti,rekstrarnidurstada,0.00480969626567358,0,0.00480969626567358,TRUE
Grýtubakkahreppur,2015,A og B-hluti,framlegd,0.042714452186734524,0.05636067445123546,-0.013646222264500935,FALSE
Grýtubakkahreppur,2015,A og B-hluti,veltufe,0.09272515398701515,0.02818033722561773,0.06454481676139742,TRUE
Grýtubakkahreppur,2015,A og B-hluti,veltufjarhlutfall,1.5403218128153862,1,0.5403218128153862,TRUE
Grýtubakkahreppur,2016,A-hluti,nettoskuldir,0.16328442786209219,1,-0.8367155721379078,FALSE
Grýtubakkahreppur,2016,A-hluti,rekstrarnidurstada,-0.012558311111200458,0,-0.012558311111200458,FALSE
Grýtubakkahreppur,2016,A-hluti,framlegd,0.04460122871489887,0.016328442786209218,0.02827278592868965,TRUE
Grýtubakkahreppur,2016,A-hluti,veltufe,0.092767974864645,0.008164221393104609,0.0846037534715404,TRUE
Grýtubakkahreppur,2016,A-hluti,veltufjarhlutfall,3.2416912638478936,1,2.2416912638478936,TRUE
Grýtubakkahreppur,2016,A og B-hluti,nettoskuldir,0.40221679424304096,1,-0.597783205756959,FALSE
Grýtubakkahreppur,2016,A og B-hluti,rekstrarnidurstada,0.002137151795389024,0,0.002137151795389024,TRUE
Grýtubakkahreppur,2016,A og B-hluti,framlegd,0.09881138574044875,0.040221679424304095,0.05858970631614465,TRUE
Grýtubakkahreppur,2016,A og B-hluti,veltufe,0.11000146428109103,0.020110839712152048,0.08989062456893898,TRUE
Grýtubakkahreppur,2016,A og B-hluti,veltufjarhlutfall,1.677654178161431,1,0.6776541781614309,TRUE
Grýtubakkahreppur,2017,A-hluti,nettoskuldir,0.2465613828729087,1,-0.7534386171270913,FALSE
Grýtubakkahreppur,2017,A-hluti,rekstrarnidurstada,0.006052088357469638,0,0.006052088357469638,TRUE
Grýtubakkahreppur,2017,A-hluti,framlegd,0.05077092779649349,0.024656138287290873,0.026114789509202617,TRUE
Grýtubakkahreppur,2017,A-hluti,veltufe,0.08704478129717512,0.012328069143645436,0.07471671215352968,TRUE
Grýtubakkahreppur,2017,A-hluti,veltufjarhlutfall,2.779967159277504,1,1.7799671592775042,TRUE
Grýtubakkahreppur,2017,A og B-hluti,nettoskuldir,0.42739523591710354,1,-0.5726047640828964,FALSE
Grýtubakkahreppur,2017,A og B-hluti,rekstrarnidurstada,0.02324877733716982,0,0.02324877733716982,TRUE
Grýtubakkahreppur,2017,A og B-hluti,framlegd,0.08075428897853079,0.042739523591710356,0.038014765386820436,TRUE
Grýtubakkahreppur,2017,A og B-hluti,veltufe,0.08471366450242881,0.021369761795855178,0.06334390270657364,TRUE
Grýtubakkahreppur,2017,A og B-hluti,veltufjarhlutfall,1.0504468412942989,1,0.05044684129429888,TRUE
Grýtubakkahreppur,2018,A-hluti,nettoskuldir,0.2675979047143926,1,-0.7324020952856074,FALSE
Grýtubakkahreppur,2018,A-hluti,rekstrarnidurstada,0.010581950582090152,0,0.010581950582090152,TRUE
Grýtubakkahreppur,2018,A-hluti,framlegd,0.03410659349796292,0.02675979047143926,0.007346803026523657,TRUE
Grýtubakkahreppur,2018,A-hluti,veltufe,0.059582605803608545,0.01337989523571963,0.04620271056788891,TRUE
Grýtubakkahreppur,2018,A-hluti,veltufjarhlutfall,2.1251193887297037,1,1.1251193887297037,TRUE
Grýtubakkahreppur,2018,A og B-hluti,nettoskuldir,0.4424778440751338,1,-0.5575221559248662,FALSE
Grýtubakkahreppur,2018,A og B-hluti,rekstrarnidurstada,0.02930642846193509,0,0.02930642846193509,TRUE
Grýtubakkahreppur,2018,A og B-hluti,framlegd,0.07577624913810421,0.04424778440751338,0.03152846473059083,TRUE
Grýtubakkahreppur,2018,A og B-hluti,veltufe,0.05974905937986937,0.02212389220375669,0.03762516717611268,TRUE
Grýtubakkahreppur,2018,A og B-hluti,veltufjarhlutfall,0.7400570525968362,1,-0.2599429474031638,FALSE
Grýtubakkahreppur,2019,A-hluti,nettoskuldir,0.28243148431631926,1,-0.7175685156836807,FALSE
Grýtubakkahreppur,2019,A-hluti,rekstrarnidurstada,-0.004068364051662183,0,-0.004068364051662183,FALSE
Grýtubakkahreppur,2019,A-hluti,framlegd,0.011640540826903918,0.028243148431631927,-0.01660260760472801,FALSE
Grýtubakkahreppur,2019,A-hluti,veltufe,0.037682652800598355,0.014121574215815964,0.023561078584782392,TRUE
Grýtubakkahreppur,2019,A-hluti,veltufjarhlutfall,2.0995410250411184,1,1.0995410250411184,TRUE
Grýtubakkahreppur,2019,A og B-hluti,nettoskuldir,0.38591565941490036,1,-0.6140843405850996,FALSE
Grýtubakkahreppur,2019,A og B-hluti,rekstrarnidurstada,0.01848411896203106,0,0.01848411896203106,TRUE
Grýtubakkahreppur,2019,A og B-hluti,framlegd,0.07081435638728827,0.03859156594149003,0.03222279044579823,TRUE
Grýtubakkahreppur,2019,A og B-hluti,veltufe,0.04773571809016318,0.019295782970745017,0.028439935119418162,TRUE
Grýtubakkahreppur,2019,A og B-hluti,veltufjarhlutfall,0.6748704738374477,1,-0.3251295261625523,FALSE
Grýtubakkahreppur,2020,A-hluti,nettoskuldir,0.40311051680183435,1,-0.5968894831981657,FALSE
Grýtubakkahreppur,2020,A-hluti,rekstrarnidurstada,-0.027762861039688082,0,-0.027762861039688082,FALSE
Grýtubakkahreppur,2020,A-hluti,framlegd,-0.021128542456498752,0.04031105168018344,-0.061439594136682193,FALSE
Grýtubakkahreppur,2020,A-hluti,veltufe,0.02379890778010652,0.02015552584009172,0.0036433819400147997,TRUE
Grýtubakkahreppur,2020,A-hluti,veltufjarhlutfall,1.5111220278383892,1,0.5111220278383892,TRUE
Grýtubakkahreppur,2020,A og B-hluti,nettoskuldir,0.4590425547306558,1,-0.5409574452693442,FALSE
Grýtubakkahreppur,2020,A og B-hluti,rekstrarnidurstada,-3.1742192435190873e-4,0,-3.1742192435190873e-4,FALSE
Grýtubakkahreppur,2020,A og B-hluti,framlegd,0.023080902440522178,0.04590425547306558,-0.0228233530325434,FALSE
Grýtubakkahreppur,2020,A og B-hluti,veltufe,0.03215308475740264,0.02295212773653279,0.00920095702086985,TRUE
Grýtubakkahreppur,2020,A og B-hluti,veltufjarhlutfall,0.5893894409313355,1,-0.4106105590686645,FALSE
Grýtubakkahreppur,2021,A-hluti,nettoskuldir,0.51253119512952094,1,-0.48746880487047906,FALSE
Grýtubakkahreppur,2021,A-hluti,rekstrarnidurstada,-0.05525651088266147,0,-0.05525651088266147,FALSE
Grýtubakkahreppur,2021,A-hluti,framlegd,-0.05160429057917717,0.0512531195129521,-0.10285741009212926,FALSE
Grýtubakkahreppur,2021,A-hluti,veltufe,-0.003658386228652328,0.02562655975647605,-0.029284945985128378,FALSE
Grýtubakkahreppur,2021,A-hluti,veltufjarhlutfall,1.2141699666248136,1,0.21416996662481358,TRUE
Grýtubakkahreppur,2021,A og B-hluti,nettoskuldir,0.4778732510996161,1,-0.5221267489003839,FALSE
Grýtubakkahreppur,2021,A og B-hluti,rekstrarnidurstada,-0.020487260022515136,0,-0.020487260022515136,FALSE
Grýtubakkahreppur,2021,A og B-hluti,framlegd,0.001350419183019439,0.04778732510996161,-0.04643690592694217,FALSE
Grýtubakkahreppur,2021,A og B-hluti,veltufe,0.010930867448445174,0.023893662554980804,-0.01296279510653563,FALSE
Grýtubakkahreppur,2021,A og B-hluti,veltufjarhlutfall,0.33041089422344316,1,-0.6695891057765568,FALSE
Grýtubakkahreppur,2022,A-hluti,nettoskuldir,0.4984784960122419,1,-0.5015215039877581,FALSE
Grýtubakkahreppur,2022,A-hluti,rekstrarnidurstada,-0.05214388647187185,0,-0.05214388647187185,FALSE
Grýtubakkahreppur,2022,A-hluti,framlegd,0.02529561065033372,0.049847849601224195,-0.024552238950890475,FALSE
Grýtubakkahreppur,2022,A-hluti,veltufe,0.052373915188047016,0.024923924800612098,0.027449990387434918,TRUE
Grýtubakkahreppur,2022,A-hluti,veltufjarhlutfall,1.3305029206439665,1,0.33050292064396647,TRUE
Grýtubakkahreppur,2022,A og B-hluti,nettoskuldir,0.4501715910074584,1,-0.5498284089925416,FALSE
Grýtubakkahreppur,2022,A og B-hluti,rekstrarnidurstada,-0.031229099663262008,0,-0.031229099663262008,FALSE
Grýtubakkahreppur,2022,A og B-hluti,framlegd,0.0383015143011122,0.04501715910074584,-0.006715644799633644,FALSE
Grýtubakkahreppur,2022,A og B-hluti,veltufe,0.04661020498772754,0.02250857955037292,0.02410162543735462,TRUE
Grýtubakkahreppur,2022,A og B-hluti,veltufjarhlutfall,0.5046661239401942,1,-0.49533387605980583,FALSE
Grýtubakkahreppur,2023,A-hluti,nettoskuldir,0.4870017702029558,1,-0.5129982297970441,FALSE
Grýtubakkahreppur,2023,A-hluti,rekstrarnidurstada,-0.01855584270763481,0,-0.01855584270763481,FALSE
Grýtubakkahreppur,2023,A-hluti,framlegd,0.08533201597299411,0.04870017702029558,0.03663183895269853,TRUE
Grýtubakkahreppur,2023,A-hluti,veltufe,0.11088221975217159,0.02435008851014779,0.0865321312420238,TRUE
Grýtubakkahreppur,2023,A-hluti,veltufjarhlutfall,1.0749758986365514,1,0.07497589863655141,TRUE
Grýtubakkahreppur,2023,A og B-hluti,nettoskuldir,0.4263560317638284,1,-0.5736439682361716,FALSE
Grýtubakkahreppur,2023,A og B-hluti,rekstrarnidurstada,-0.009964789553243744,0,-0.009964789553243744,FALSE
Grýtubakkahreppur,2023,A og B-hluti,framlegd,0.08985980237789987,0.04263560317638284,0.04722419920151703,TRUE
Grýtubakkahreppur,2023,A og B-hluti,veltufe,0.09847956751275964,0.02131780158819142,0.07716176592456822,TRUE
Grýtubakkahreppur,2023,A og B-hluti,veltufjarhlutfall,0.4470957322680102,1,-0.5529042677319898,FALSE
Hafnarfjarðarkaupstaður,2010,A-hluti,nettoskuldir,2.2566414159856603,1,1.2566414159856603,TRUE
Hafnarfjarðarkaupstaður,2010,A-hluti,rekstrarnidurstada,-0.09037465723490484,0,-0.09037465723490484,FALSE
Hafnarfjarðarkaupstaður,2010,A-hluti,framlegd,0.05538408234143472,0.22566414159856601,-0.1702800592571313,FALSE
Hafnarfjarðarkaupstaður,2010,A-hluti,veltufe,0.025975179262365665,0.11283207079928301,-0.08685689153691734,FALSE
Hafnarfjarðarkaupstaður,2010,A-hluti,veltufjarhlutfall,0.25920559674911425,1,-0.7407944032508857,FALSE
Hafnarfjarðarkaupstaður,2010,A og B-hluti,nettoskuldir,2.612608926584825,1,1.6126089265848251,TRUE
Hafnarfjarðarkaupstaður,2010,A og B-hluti,rekstrarnidurstada,-0.13020345015776194,0,-0.13020345015776194,FALSE
Hafnarfjarðarkaupstaður,2010,A og B-hluti,framlegd,0.10919905726883371,0.2612608926584825,-0.1520618353896488,FALSE
Hafnarfjarðarkaupstaður,2010,A og B-hluti,veltufe,0.06610414906826462,0.13063044632924126,-0.06452629726097664,FALSE
Hafnarfjarðarkaupstaður,2010,A og B-hluti,veltufjarhlutfall,0.26681355612827207,1,-0.7331864438717279,FALSE
Hafnarfjarðarkaupstaður,2011,A-hluti,nettoskuldir,1.9906753574945708,1,0.9906753574945708,TRUE
Hafnarfjarðarkaupstaður,2011,A-hluti,rekstrarnidurstada,-0.0535681733422867,0,-0.0535681733422867,FALSE
Hafnarfjarðarkaupstaður,2011,A-hluti,framlegd,0.1274729710104732,0.19906753574945707,-0.07159456473898387,FALSE
Hafnarfjarðarkaupstaður,2011,A-hluti,veltufe,0.0935348541353023,0.09953376787472853,-0.005998913739426237,FALSE
Hafnarfjarðarkaupstaður,2011,A-hluti,veltufjarhlutfall,0.508291835043535,1,-0.49170816495646497,FALSE
Hafnarfjarðarkaupstaður,2011,A og B-hluti,nettoskuldir,2.3356527775651594,1,1.3356527775651594,TRUE
Hafnarfjarðarkaupstaður,2011,A og B-hluti,rekstrarnidurstada,-0.05142383137611674,0,-0.05142383137611674,FALSE
Hafnarfjarðarkaupstaður,2011,A og B-hluti,framlegd,0.16918417160099683,0.23356527775651595,-0.06438110615551912,FALSE
Hafnarfjarðarkaupstaður,2011,A og B-hluti,veltufe,0.1213745619856552,0.11678263887825797,0.004591923107397228,TRUE
Hafnarfjarðarkaupstaður,2011,A og B-hluti,veltufjarhlutfall,0.5565638407328782,1,-0.44343615926712177,FALSE
Hafnarfjarðarkaupstaður,2012,A-hluti,nettoskuldir,2.058879020971491,1,1.058879020971491,TRUE
Hafnarfjarðarkaupstaður,2012,A-hluti,rekstrarnidurstada,-0.07945879385059705,0,-0.07945879385059705,FALSE
Hafnarfjarðarkaupstaður,2012,A-hluti,framlegd,0.11440672794949013,0.20588790209714908,-0.09148117414765895,FALSE
Hafnarfjarðarkaupstaður,2012,A-hluti,veltufe,0.09002185937494392,0.10294395104857454,-0.01292209167363062,FALSE
Hafnarfjarðarkaupstaður,2012,A-hluti,veltufjarhlutfall,0.44549232153664303,1,-0.5545076784633569,FALSE
Hafnarfjarðarkaupstaður,2012,A og B-hluti,nettoskuldir,2.328502456406228,1,1.3285024564062282,TRUE
Hafnarfjarðarkaupstaður,2012,A og B-hluti,rekstrarnidurstada,-0.07263450194474323,0,-0.07263450194474323,FALSE
Hafnarfjarðarkaupstaður,2012,A og B-hluti,framlegd,0.16048479199914079,0.23285024564062282,-0.07236545364148203,FALSE
Hafnarfjarðarkaupstaður,2012,A og B-hluti,veltufe,0.1196453936189155,0.11642512282031141,0.003220270798604097,TRUE
Hafnarfjarðarkaupstaður,2012,A og B-hluti,veltufjarhlutfall,0.4929876322098761,1,-0.5070123677901239,FALSE
Hafnarfjarðarkaupstaður,2013,A-hluti,nettoskuldir,1.8131091803926995,1,0.8131091803926995,TRUE
Hafnarfjarðarkaupstaður,2013,A-hluti,rekstrarnidurstada,-0.05656812891615071,0,-0.05656812891615071,FALSE
Hafnarfjarðarkaupstaður,2013,A-hluti,framlegd,0.11893497678466339,0.18131091803926996,-0.062375941254606576,FALSE
Hafnarfjarðarkaupstaður,2013,A-hluti,veltufe,0.1015560430830108,0.09065545901963498,0.010900584063375823,TRUE
Hafnarfjarðarkaupstaður,2013,A-hluti,veltufjarhlutfall,0.4263556649655593,1,-0.5736443350344407,FALSE
Hafnarfjarðarkaupstaður,2013,A og B-hluti,nettoskuldir,2.0255194550995976,1,1.0255194550995976,TRUE
Hafnarfjarðarkaupstaður,2013,A og B-hluti,rekstrarnidurstada,-0.04697533383538051,0,-0.04697533383538051,FALSE
Hafnarfjarðarkaupstaður,2013,A og B-hluti,framlegd,0.16235382413040014,0.20255194550995975,-0.04019812137955961,FALSE
Hafnarfjarðarkaupstaður,2013,A og B-hluti,veltufe,0.130121983691958,0.10127597275497988,0.02884601093697811,TRUE
Hafnarfjarðarkaupstaður,2013,A og B-hluti,veltufjarhlutfall,0.48735242319730016,1,-0.5126475768026999,FALSE
Hafnarfjarðarkaupstaður,2014,A-hluti,nettoskuldir,1.7427532043952823,1,0.7427532043952823,TRUE
Hafnarfjarðarkaupstaður,2014,A-hluti,rekstrarnidurstada,-0.04589312308437553,0,-0.04589312308437553,FALSE
Hafnarfjarðarkaupstaður,2014,A-hluti,framlegd,0.07806569238972834,0.17427532043952823,-0.09620962804979989,FALSE
Hafnarfjarðarkaupstaður,2014,A-hluti,veltufe,0.043352204743710925,0.08713766021976412,-0.04378545547605319,FALSE
Hafnarfjarðarkaupstaður,2014,A-hluti,veltufjarhlutfall,0.24109601948044002,1,-0.75890398051956,FALSE
Hafnarfjarðarkaupstaður,2014,A og B-hluti,nettoskuldir,1.9157003830558421,1,0.9157003830558421,TRUE
Hafnarfjarðarkaupstaður,2014,A og B-hluti,rekstrarnidurstada,-0.023759393805996416,0,-0.023759393805996416,FALSE
Hafnarfjarðarkaupstaður,2014,A og B-hluti,framlegd,0.12721672300030432,0.19157003830558422,-0.0643533153052799,FALSE
Hafnarfjarðarkaupstaður,2014,A og B-hluti,veltufe,0.08106409524211368,0.09578501915279211,-0.014720923910678432,FALSE
Hafnarfjarðarkaupstaður,2014,A og B-hluti,veltufjarhlutfall,0.23256007956853508,1,-0.7674399204314649,FALSE
Hafnarfjarðarkaupstaður,2015,A-hluti,nettoskuldir,1.700011764190462,1,0.700011764190462,TRUE
Hafnarfjarðarkaupstaður,2015,A-hluti,rekstrarnidurstada,-0.01189157337745319,0,-0.01189157337745319,FALSE
Hafnarfjarðarkaupstaður,2015,A-hluti,framlegd,0.0365888069615154,0.1700011764190462,-0.1334123694575308,FALSE
Hafnarfjarðarkaupstaður,2015,A-hluti,veltufe,0.008188152367588413,0.0850005882095231,-0.07681243584193469,FALSE
Hafnarfjarðarkaupstaður,2015,A-hluti,veltufjarhlutfall,0.5527817609300916,1,-0.44721823906990843,FALSE
Hafnarfjarðarkaupstaður,2015,A og B-hluti,nettoskuldir,1.8226593083493219,1,0.8226593083493219,TRUE
Hafnarfjarðarkaupstaður,2015,A og B-hluti,rekstrarnidurstada,0.016511996983907717,0,0.016511996983907717,TRUE
Hafnarfjarðarkaupstaður,2015,A og B-hluti,framlegd,0.08996664725455518,0.1822659308349322,-0.09229928358037702,FALSE
Hafnarfjarðarkaupstaður,2015,A og B-hluti,veltufe,0.04612231584506707,0.0911329654174661,-0.04501064957239903,FALSE
Hafnarfjarðarkaupstaður,2015,A og B-hluti,veltufjarhlutfall,0.6123484057976684,1,-0.38765159420233164,FALSE
Hafnarfjarðarkaupstaður,2016,A-hluti,nettoskuldir,1.4569458920570704,1,0.45694589205707037,TRUE
Hafnarfjarðarkaupstaður,2016,A-hluti,rekstrarnidurstada,-0.026226605125693317,0,-0.026226605125693317,FALSE
Hafnarfjarðarkaupstaður,2016,A-hluti,framlegd,0.09197200517120986,0.14569458920570705,-0.05372258403449719,FALSE
Hafnarfjarðarkaupstaður,2016,A-hluti,veltufe,0.1264850168587798,0.07284729460285352,0.05363772225592628,TRUE
Hafnarfjarðarkaupstaður,2016,A-hluti,veltufjarhlutfall,0.6835273068986115,1,-0.3164726931013885,FALSE
Hafnarfjarðarkaupstaður,2016,A og B-hluti,nettoskuldir,1.5681411545795445,1,0.5681411545795445,TRUE
Hafnarfjarðarkaupstaður,2016,A og B-hluti,rekstrarnidurstada,0.0016131938999899263,0,0.0016131938999899263,TRUE
Hafnarfjarðarkaupstaður,2016,A og B-hluti,framlegd,0.13204394059493751,0.15681411545795446,-0.02477017486301694,FALSE
Hafnarfjarðarkaupstaður,2016,A og B-hluti,veltufe,0.15738814781145807,0.07840705772897723,0.07898109008248085,TRUE
Hafnarfjarðarkaupstaður,2016,A og B-hluti,veltufjarhlutfall,0.796570544124757,1,-0.20342945587524297,FALSE
Hafnarfjarðarkaupstaður,2017,A-hluti,nettoskuldir,1.3514988714948384,1,0.3514988714948384,TRUE
Hafnarfjarðarkaupstaður,2017,A-hluti,rekstrarnidurstada,-0.004637661276411685,0,-0.004637661276411685,FALSE
Hafnarfjarðarkaupstaður,2017,A-hluti,framlegd,0.10606628579759393,0.13514988714948384,-0.029083601351889907,FALSE
Hafnarfjarðarkaupstaður,2017,A-hluti,veltufe,0.114621405763858,0.06757494357474192,0.04704646218911608,TRUE
Hafnarfjarðarkaupstaður,2017,A-hluti,veltufjarhlutfall,0.7466548621805911,1,-0.25334513781940893,FALSE
Hafnarfjarðarkaupstaður,2017,A og B-hluti,nettoskuldir,1.4229360134135907,1,0.42293601341359066,TRUE
Hafnarfjarðarkaupstaður,2017,A og B-hluti,rekstrarnidurstada,0.019590428034411474,0,0.019590428034411474,TRUE
Hafnarfjarðarkaupstaður,2017,A og B-hluti,framlegd,0.14261191099152748,0.14229360134135907,3.1830965016840795e-4,TRUE
Hafnarfjarðarkaupstaður,2017,A og B-hluti,veltufe,0.1442575488542558,0.07114680067067954,0.07311074818357625,TRUE
Hafnarfjarðarkaupstaður,2017,A og B-hluti,veltufjarhlutfall,0.8520999086049305,1,-0.14790009139506954,FALSE
Hafnarfjarðarkaupstaður,2018,A-hluti,nettoskuldir,1.4529263561850045,1,0.45292635618500454,TRUE
Hafnarfjarðarkaupstaður,2018,A-hluti,rekstrarnidurstada,0.018009068653148563,0,0.018009068653148563,TRUE
Hafnarfjarðarkaupstaður,2018,A-hluti,framlegd,0.1084885723562857,0.14529263561850045,-0.03680406326221475,FALSE
Hafnarfjarðarkaupstaður,2018,A-hluti,veltufe,0.11184992648343718,0.07264631780925022,0.03920360867418696,TRUE
Hafnarfjarðarkaupstaður,2018,A-hluti,veltufjarhlutfall,0.5378992682353649,1,-0.46210073176463506,FALSE
Hafnarfjarðarkaupstaður,2018,A og B-hluti,nettoskuldir,1.493552942310311,1,0.4935529423103111,TRUE
Hafnarfjarðarkaupstaður,2018,A og B-hluti,rekstrarnidurstada,0.03982625537682668,0,0.03982625537682668,TRUE
Hafnarfjarðarkaupstaður,2018,A og B-hluti,framlegd,0.1466891132260136,0.1493552942310311,-0.002666181005017504,FALSE
Hafnarfjarðarkaupstaður,2018,A og B-hluti,veltufe,0.1440850099843228,0.07467764711551556,0.06940736286880725,TRUE
Hafnarfjarðarkaupstaður,2018,A og B-hluti,veltufjarhlutfall,0.6788161354644845,1,-0.3211838645355155,FALSE
Hafnarfjarðarkaupstaður,2019,A-hluti,nettoskuldir,1.4836981883969917,1,0.48369818839699175,TRUE
Hafnarfjarðarkaupstaður,2019,A-hluti,rekstrarnidurstada,0.022131075488370042,0,0.022131075488370042,TRUE
Hafnarfjarðarkaupstaður,2019,A-hluti,framlegd,0.09006503111786934,0.14836981883969919,-0.05830478772182984,FALSE
Hafnarfjarðarkaupstaður,2019,A-hluti,veltufe,0.0808203991926963,0.07418490941984959,0.006635489772846712,TRUE
Hafnarfjarðarkaupstaður,2019,A-hluti,veltufjarhlutfall,0.3749514686779885,1,-0.6250485313220115,FALSE
Hafnarfjarðarkaupstaður,2019,A og B-hluti,nettoskuldir,1.5179055700561812,1,0.5179055700561812,TRUE
Hafnarfjarðarkaupstaður,2019,A og B-hluti,rekstrarnidurstada,0.04578247446988421,0,0.04578247446988421,TRUE
